text,word_count,char_count,average_word_length,stopword_count,stopword_rate,language
nach informationen von wird die im winter stattfinden,8,53,5.75,5,0.625,de
im winter finde ich gut dann spielt die endlich mal im sommer,12,61,4.166666666666667,5,0.4166666666666667,de
laut findet die in im novemberdezember statt ich sag nur,10,56,4.7,5,0.5,de
schon mal ein schönes plätzchen auf den kanaren buchen,9,54,5.111111111111111,3,0.3333333333333333,de
noch nie wurde eine europäische mannschaft am persischen golf winterweltmeister das sollte ansporn genug sein für das dfbteam,18,125,6.0,8,0.4444444444444444,de
im winter ich freu mich auf public viewing und autokorso bei eis und schnee,14,75,4.428571428571429,7,0.5,de
die fifa boxt die wm für novdez durch das ding ist gelaufen via ssnhd zum kotzen,16,80,4.0625,7,0.4375,de
katar soll für stimmen gekauft haben u bewirbt sich nun für 20242028,12,68,4.75,6,0.5,de
der letzte bericht über tote bauarbeiter in ist btw ca 1 jahr alt warum eigentlich liebe journalisten,17,101,5.0,4,0.23529411764705882,de
geil wmspiel und nikolaus an einem tag ist ja fast wie weihnachten,12,66,4.583333333333333,5,0.4166666666666667,de
mir ist es egal ob ich die im sommer oder im winter boykottiere sie schwimmt zu jeder zeit in einem meer aus blut,23,113,3.9565217391304346,15,0.6521739130434783,de
was regt ihr euch denn noch darüber auf war doch schon lange in planung und eigentlich auch klar d,19,98,4.2105263157894735,11,0.5789473684210527,de
autokorso fällt dann aus weil alle autos im schnee stecken bleiben,11,66,5.090909090909091,5,0.45454545454545453,de
winterwm in dh mit wollmütze und glühwein beim publicviewing,9,60,5.777777777777778,3,0.3333333333333333,de
breaking in findet im novemberdezember statt alle infos jetzt exklusiv auf,11,74,5.818181818181818,5,0.45454545454545453,de
ich will das nicht,4,18,3.75,4,1.0,de
die meldung von der kommt von und als kleine info,10,49,4.0,6,0.6,de
im novdez wasn scheißhaufen,4,27,6.0,1,0.25,de
da haben wir ja noch ne weile hin,8,33,3.25,5,0.625,de
wie toppt man den schwachsinn einer wm in katar man trägt sie im winter aus die korrupte macht selbst das möglich,21,113,4.428571428571429,12,0.5714285714285714,de
dann ist wohl public freezing statt public viewing angesagt amp dosenbier statt rotwein am 2412 in im dezember,18,110,5.166666666666667,5,0.2777777777777778,de
breaking die in findet im novemberdezember statt,7,48,6.0,3,0.42857142857142855,de
aus public viewing wird 2022 in katar also public freezing dankeschön liebe,12,75,5.333333333333333,4,0.3333333333333333,de
bestimmt dann powered by christkindlmarktglühwein,5,49,9.0,1,0.2,de
wm finale an heiligabend,4,24,5.25,1,0.25,de
wird auch bestimmt keine probleme in den ligen werden,9,53,5.0,6,0.6666666666666666,de
statt bratwurst und bier gibt es lebkuchen und glühwein,9,55,5.222222222222222,3,0.3333333333333333,de
ihr habt sie nicht mehr alle,6,28,3.8333333333333335,4,0.6666666666666666,de
in findet im novemberdezember statt via,6,39,5.666666666666667,2,0.3333333333333333,de
tipp für die in endspiel am 2412 dann hättet ihr den rahmen den ihr euch wünscht scheiss fifa,18,93,4.222222222222222,10,0.5555555555555556,de
fußball im eisfach so kühlt die in der wüste und wie sich das für fans anfühlen wird,17,84,4.0,11,0.6470588235294118,de
im november und dezember damit wir uns beim public viewing den arsch abfrieren können,14,85,5.142857142857143,7,0.5,de
sportmacht sklavenstaat mit bildern amp stimmen aus arbeiterbaracken,8,68,7.625,2,0.25,de
fck of fifa und blatter winter wm wat fürn scheiß,10,49,4.0,1,0.1,de
puplik viewing aufm weihnachtsmarkt am glühweinstand statt grillen im gartenthat sucks,11,86,6.909090909090909,2,0.18181818181818182,de
auf den weihnachtsmärkten hängen an den christbäumen dann großbildleinwände oder wie darf man sich das vorstellen,16,113,6.125,10,0.625,de
wir können nicht zur nach reisen im novdez schauen wir lieber die entscheidenden spiele der gruppenphase,16,104,5.5625,9,0.5625,de
public viewing mit glühwein statt bier austragungstermin im novemberdezember,9,76,7.555555555555555,2,0.2222222222222222,de
winterwm fänd ich cool ich geh ja eh nicht auf die fanmeile aber nur im januarfebruar und nicht novemberdezember,19,112,4.947368421052632,10,0.5263157894736842,de
in angeblich im novemberdezember,4,32,7.25,2,0.5,de
die findet im dezember und november 2022 statt will die uszeitschrift herausgefunden haben,13,90,6.0,6,0.46153846153846156,de
uszeitschrift berichtet fußball im winter,5,41,7.4,1,0.2,de
die fußball soll also im novemberdezember stattfinden oh man,9,60,5.777777777777778,5,0.5555555555555556,de
spiegelonline experten favorisieren die austragung der in im november und dezember,11,82,6.545454545454546,5,0.45454545454545453,de
experten favorisieren die austragung der in im november und dezember,10,68,5.9,5,0.5,de
jetzt wohl klar die in soll im winter sprich novemberdezember ausgetragen werden muss wohl hinten an,16,100,5.3125,8,0.5,de
angeblich im novemberdezember 2022,4,34,7.75,1,0.25,de
laut wird die in im ausgetragen,6,31,4.333333333333333,4,0.6666666666666666,de
public viewing zur dann so,5,26,4.4,3,0.6,de
gibt übrigens schon ein erstes bild vom bei der in qatar,11,56,4.181818181818182,5,0.45454545454545453,de
so als adventsbescherung breaking die in soll von november bis dezember stattfinden sports illustrated by,15,105,6.066666666666666,7,0.4666666666666667,de
von november bis dezember alsona das kann ja eine lustige saison werden nicht,13,77,5.0,7,0.5384615384615384,de
ethikkommission stellt erste schlussberichte zur fertig,6,55,8.333333333333334,1,0.16666666666666666,de
sag mal jemand bescheid wenn der motivwagen aus katar mit fröhlichen bauarbeitern vorbeikommt helau,14,99,6.142857142857143,4,0.2857142857142857,de
glaube dass am ende wieder alles mit geld geregelt werden wird,11,62,4.7272727272727275,7,0.6363636363636364,de
im interview exsportdirektor der qatar stars league sehr doppeldeutige aussagen ib,11,82,6.545454545454546,3,0.2727272727272727,de
droht dem fußball das handballfiasko habs mal durchgesponnen,8,60,6.625,2,0.25,de
in katar es bleibt zu hoffen dass sich jemand bei der ein herz fasst und das verhindert,17,87,4.176470588235294,10,0.5882352941176471,de
würde ich wirklich überlegen mit dem fußball nix mehr zu tun haben zu wollen,14,76,4.5,8,0.5714285714285714,de
wenn pep wirklich nationaltrainer von katar zur wird verlier ich den glauben an die welt,15,88,4.933333333333334,8,0.5333333333333333,de
katar will pep als wmtrainer für 2022,7,37,4.428571428571429,3,0.42857142857142855,de
bieten die kataris toptalentendie noch kein aländerspiel gemacht habenegtl jez schon geldkofferdamits auch so bleibt,15,116,6.8,5,0.3333333333333333,de
möchte als trainer für die und bietet ein beinahe zweistelliges millionengehalt france football via sb,15,102,5.866666666666666,5,0.3333333333333333,de
für fifa ist neue nationalhymne katars in arbeit in den sprachen brasiliero spanisch polnisch amp türkisch,16,106,5.6875,5,0.3125,de
gekauftespieler gekauftefans gekaufteschiedsrichtergekauftertrainer freu mich schon auf die fussball in katar,11,109,9.0,4,0.36363636363636365,de
jo und dann warten wir mal ab was zur so werden wirdhaben die ja viel zeit für gute nachwuchsarbeit,19,99,4.2631578947368425,10,0.5263157894736842,de
ja wirklich unglaublich,3,23,7.0,0,0.0,de
mir schwant böses für die,5,25,4.2,3,0.6,de
bin mal gespannt wen für die noch alles einbürgert,9,50,4.666666666666667,5,0.5555555555555556,de
suche mit millionen kauft sich katar ein fußballweltmeisterteam via,9,67,6.555555555555555,3,0.3333333333333333,de
eingebürgerte stars für sportlichen erfolg auch bei der fußball eine analyse des systems,13,88,5.846153846153846,6,0.46153846153846156,de
wenn die fußball der gleicht dann gute nacht beschwert sich auf,11,63,4.818181818181818,6,0.5454545454545454,de
alles gesagt schade jungs da kriegt man doch richtig lust auf eine wm im winter 2022,16,84,4.3125,7,0.4375,de
gibt es eigentlich anzeichen dafür das katar nachwuchsfussballer in aller welt scoutet für die,14,94,5.785714285714286,6,0.42857142857142855,de
wenn katar handballweltmeister wird werden sie auch 2022 fußballweltmeister bis dahin kann man profis einbürgern,15,112,6.533333333333333,8,0.5333333333333333,de
da kann man sich ja wirklich schon auf die freuen,10,49,4.0,6,0.6,de
vermute ja dass bereits scouts katars durch die welt reisen um für die junge nachwuchkicker zu sichten 7,18,104,4.833333333333333,7,0.3888888888888889,de
na schon jemand eine vorstellung wie das bei der fußballwm 2022 laufen wird,13,75,4.846153846153846,6,0.46153846153846156,de
heute bekamen wir bereits einen vorgeschmack wie die in ablaufen wird ich werde da als fan nicht hinreisen,18,106,4.944444444444445,11,0.6111111111111112,de
das was bei der in katar ua gekauftes teamfansampschiris passiertist nur der vorgeschmack auf die super,16,103,5.5,9,0.5625,de
hallo wenn ihr noch für die fans braucht ich hätte noch zeit bankverbindung schicke ich per dm,17,94,4.588235294117647,8,0.47058823529411764,de
du überschätzt das kollektive gedächtnis massiv be prepared,8,59,6.5,2,0.25,de
und hier die aufstellung von bei der,7,36,4.285714285714286,6,0.8571428571428571,de
mannschaftsaufstellung von katar bei der wm 2020 neuer ronaldo messi müller ribery robben,13,89,5.923076923076923,3,0.23076923076923078,de
hoffentlich nehmen sie ihm nicht den pass ab und lassen ihn stadien für die bauen,15,81,4.466666666666667,8,0.5333333333333333,de
da bekommt man einen quatarmal schauen wer sich alles für einbürgern lässt,12,74,5.25,6,0.5,de
läuft halt wie geschmiert für katar respekt an starkes turnier vorfreude auf die steigt nicht,15,93,5.266666666666667,6,0.4,de
2022 werden wir wohl kein weltmeister,6,37,5.333333333333333,3,0.5,de
kopf hoch liebe bei der wird es eine historische klatsche für gegen das geben,14,77,4.571428571428571,8,0.5714285714285714,de
ohne mich,2,9,4.0,2,1.0,de
jetzt muss die nur noch die statuten ändern damit katar sich bis zur noch spieler kaufen kann,17,93,4.529411764705882,12,0.7058823529411765,de
ich glaube ich werde die einfach boykottieren,7,45,5.571428571428571,4,0.5714285714285714,de
vorgeschmack auf die,3,20,6.0,2,0.6666666666666666,de
wie viel will den schiris bei der zahlen damit sowas wie gerade dort nicht passiert,15,83,4.6,10,0.6666666666666666,de
verpfeifen fans aussperren was kommt als nächstes da kann man sich ja schon auf wm 2022 freuen schlimm,18,102,4.722222222222222,7,0.3888888888888889,de
ich freue mich immer für teams die sportlich ehrlich weiterkommen vorgeschmack auf die,13,86,5.6923076923076925,6,0.46153846153846156,de
bin schon gespannt aus welchen nationen katars fußballauswahl zusammengestellt wird,10,83,7.4,4,0.4,de
beim spiel frage ich mich ob die im ebenfalls ein viertelfinale hervorbringen wird,13,82,5.384615384615385,7,0.5384615384615384,de
fußball 500 schlagzeilen vom 2812015,5,36,6.4,1,0.2,de
ausschuss des europarats fordert auf wegen die austragung der zu entziehen,11,74,5.818181818181818,5,0.45454545454545453,de
kaum zweifel an bestechung europarat fordert neuvergabe der fußballwm 2022,10,74,6.5,2,0.2,de
europarat hat kaum zweifel dass fifaexekutivmitglied aus über 30 stimmen kaufte,11,79,6.2727272727272725,4,0.36363636363636365,de
auch der greift die für ihre vergabe der an an und fordert eine neuausschreibung,14,80,4.785714285714286,10,0.7142857142857143,de
rums der fordert von der eine neuvergabe der,8,44,4.625,5,0.625,de
handballer im viertelfinale starke leistung glaubt weiter an euch dann ist mindestens platz 3 drin,15,98,5.6,6,0.4,de
irgendwann muss pep guardiola ja damit beginnen katar auf die vorzubereiten,11,75,5.909090909090909,4,0.36363636363636365,de
vllt 2022 hab schonmal gegen nen ball gekickt bin für jeden einbürgerungstest bereit,13,84,5.538461538461538,5,0.38461538461538464,de
bin neugierig auf das publikum bei der in katar,9,47,4.333333333333333,6,0.6666666666666666,de
wenn die also im jan 2023 stattfinden sollte könnte man doch beim auf der leinwand übertragen,16,93,4.875,10,0.625,de
es verdichten sich die anzeichen für eine austragung der in katar im winter mehr dazu,15,85,4.733333333333333,9,0.6,de
die amp wird für ard u zdf so teuer wie noch nie via,13,52,3.076923076923077,6,0.46153846153846156,de
das kann ja eine lustige werden kaum zuschauer und die die kommen kriegen kein bier ick freu mir,18,96,4.388888888888889,9,0.5,de
wie lang muss ich in einem land lebenbevor ich eingebürgert werde unterschiedlich qatar kommt aufs geld an,17,106,5.294117647058823,8,0.47058823529411764,de
keine ohne arbeitnehmerrechte muss situation auf baustellen für drastisch verbessern,10,84,7.5,5,0.5,de
beim anblick dieser euphorischen massen steigt die vorfreude auf die ins unermessliche nicht,13,92,6.153846153846154,6,0.46153846153846156,de
donnerwetter unsere handballer führen zur halbzeit mit 1713 gegen polen,10,71,6.2,4,0.4,de
aktuell in bald auch die fußball wann kommen olymp winterspiele oder eine wm nach katar,15,87,4.866666666666666,6,0.4,de
das wird 2022 vermutlich genauso aussehen glaub da nicht an volle stadien,12,73,5.166666666666667,5,0.4166666666666667,de
was bringen dir die neuesten hallen wenn niemand zu den spielen kommt da freu ich mich auf die fusball,19,102,4.421052631578948,11,0.5789473684210527,de
so müssen unsere weiblichen fußballfans ja auch zur wm nach,10,59,5.0,5,0.5,de
stell dir vor es ist handballwm und kein öffentlichrechtlicher kanal überträgt die spiele der deutschen nm skandalösarmselig,17,124,6.352941176470588,8,0.47058823529411764,de
genau meine meinung teamtorhüter bauer und marinovic von in,9,59,5.666666666666667,4,0.4444444444444444,de
interessantes gespräch mit albert speer und co im thema stadionbau in,11,69,5.363636363636363,4,0.36363636363636365,de
schöne aussicht auf das trainingslager des in,7,45,5.571428571428571,4,0.5714285714285714,de
jeden tag stirb für die in in mensch und die ignoriert es,12,57,3.8333333333333335,8,0.6666666666666666,de
veröffentlicht nun doch amp betont energisch und werden keinesfalls neu vergeben,11,80,6.363636363636363,4,0.36363636363636365,de
der termin der soll im märz des kommenden jahres fallen,10,55,4.6,5,0.5,de
endlich setzt die unter druck die arbeitsbedingungen für gastarbeiter müssen besser werden sonst keine,14,102,6.357142857142857,7,0.5,de
nur erdbeben verhindert würde es schon gut finden wenn man bei der blatter verhindert,14,85,5.142857142857143,7,0.5,de
exekutive stimmt für veröffentlichung des reports,6,49,7.333333333333333,2,0.3333333333333333,de
expräsident droht wg menschenrechtsverletzungen mit entzug mein text,8,68,7.625,2,0.25,de
fußball droht mit entzug der wm,6,31,4.333333333333333,2,0.3333333333333333,de
chefermittler schmeißt hin vertrauen verloren,5,45,8.2,1,0.2,de
wm 2022 vorschlag zur austragung im maijuni,7,43,5.285714285714286,2,0.2857142857142857,de
wm 2022 eca und epfl konkretisieren maivorschlag,7,48,6.0,1,0.14285714285714285,de
alles rechtens bei der vergabe findet die der einspruch von chefermittler wurde abgelehnt,13,89,5.923076923076923,6,0.46153846153846156,de
neue vorwürfe der ehemaligen bewerbungspressechefin um die vergabe der fußball an red,12,85,6.166666666666667,5,0.4166666666666667,de
bestechung vor der vergabe von an eine informantin spricht über den deal,12,72,5.083333333333333,7,0.5833333333333334,de
ah eine million dollar warum nicht eineinhalb soll soll vor der vergabe bestochen haben,14,87,5.285714285714286,7,0.5,de
keinen picasso kein gold präsident hält sich für sauberer als sauber red,12,72,5.083333333333333,5,0.4166666666666667,de
wenn weiter so viele arbeiter auf den baustellen sterben wie bisher könnte ein mahnturm 15 km hoch werden,18,105,4.888888888888889,9,0.5,de
wm 2022 neues design vorgestellt,5,32,5.6,0,0.0,de
fußball 500 schlagzeilen vom 4122014 via,6,40,5.833333333333333,1,0.16666666666666666,de
wm 2022 bleibt in via,5,21,3.4,1,0.2,de
hahaha das müsste ja bedeuten dass ihr die fußball auch nicht übertragen dürftet oder gehts das auf einmal wieder,19,113,5.0,11,0.5789473684210527,de
jetzt sind hier 29 grad aber im sommer bei 50 grad die fans bekommen hitzeschläge en masse,17,90,4.352941176470588,7,0.4117647058823529,de
2022 dürfen sich die fußballfans auf besondere straßenschilder freuen,9,69,6.777777777777778,3,0.3333333333333333,de
wm 2022 bleibt in,4,17,3.5,1,0.25,de
das khalifa stadion in doha herzlich wird man hier nicht empfangen mehr am mittwoch bei,15,87,4.866666666666666,8,0.5333333333333333,de
will die entziehen,3,18,5.333333333333333,2,0.6666666666666666,de
nur 32 der deutschen ist für einen boykott der in katar,11,55,4.090909090909091,7,0.6363636363636364,de
will die wieder entziehen als kompromiss äußert er einen interessanten vorschlag,11,80,6.363636363636363,6,0.5454545454545454,de
in der neuen fifaweltrangliste liegen die nur noch sieben plätze hinter dem gastgeber der 98105,15,95,5.4,8,0.5333333333333333,de
fbpräsid windtnerda will ich mich nicht exponieren gt,8,53,5.75,4,0.5,de
ist das nicht dort in der gegend wo die sein soll drei jahre haft für twitterbotschaften,16,88,4.5625,11,0.6875,de
wm 2022 design für stadionumbau vorgestellt,6,43,6.333333333333333,1,0.16666666666666666,de
gut zu wissen dass katar sich nicht nur sportlich sondern auch weltpolitisch finanziell engagiert,14,97,6.0,7,0.5,de
chef der deutschen fordert der wm2018 in und in,9,47,4.333333333333333,5,0.5555555555555556,de
sehr sehenswert zum thema korrupte und warum der auch nicht besser ist,12,70,4.916666666666667,7,0.5833333333333334,de
will ermittler von schweigepflicht entbinden,5,44,8.0,2,0.4,de
geschäftsführer von katars wmorganisationskomitees wir hatten keine todesfälle mehr szenenapplaus bitte cc,12,106,7.916666666666667,4,0.3333333333333333,de
blattler stellt strafanzeige sollte wohl besser heißen selbstanzeige wirkt die strafmildernd,11,92,7.454545454545454,2,0.18181818181818182,de
präsident reicht strafanzeige bei der schweiz ein weil korruptionsverdacht bei und besteht,12,90,6.583333333333333,6,0.5,de
fußballwm 2018 und 2022 fifa geht in die offensive,9,50,4.666666666666667,3,0.3333333333333333,de
geht in die offensive oder wurden nur unschädliche bauernopfer gefunden,10,71,6.2,4,0.4,de
blatter stellt strafanzeige wegen bei schweizer behörden du kriegst die tür nicht zu,13,84,5.538461538461538,5,0.38461538461538464,de
on fire dieser typ da weißt schon der vom ethikdingens sagt strafanzeige wäre gut wg vergabe amp blatter ok,19,107,4.684210526315789,4,0.21052631578947367,de
das muss sein 5 fragen an sepp blatter amp weshalb er strafanzeige stellte 2018,14,79,4.714285714285714,5,0.35714285714285715,de
reicht strafanzeige bei der schweizer bundesstaatsanwaltschaft ein wegen vergaben,9,81,8.11111111111111,3,0.3333333333333333,de
katar plant reform des systems und damit verbesserungen der bedingungen von gastarbeitern,12,89,6.5,5,0.4166666666666667,de
brisante vorwürfe gegen und,4,27,6.0,2,0.5,de
ja oder nein ist das noch die frage,8,35,3.5,5,0.625,de
mein enkel zu mir wenn ich groß bin werde ich deutscher sportnetzwerker der fedorradmanneffekt,14,94,5.785714285714286,9,0.6428571428571429,de
fedor ruft an er habe da so ein problem mit und für den franz werde es diesmal eng trotz der selfies,21,100,3.8095238095238093,13,0.6190476190476191,de
vergesst einfach diese situation von arbeitsmigranten in bleibt miserabel gt,10,76,6.7,3,0.3,de
unser bericht zeigt situation von arbeitsmigranten für bleibt miserabel gt,10,74,6.5,3,0.3,de
das hat die weiterhin im visier grund sind die und die,11,54,4.0,8,0.7272727272727273,de
no keine steuern zahlen aber sklavenarbeit zulassen,7,51,6.428571428571429,2,0.2857142857142857,de
das trübt die vorfreude auf die arbeitsmigranten in werden noch immer ausgebeutet neuer bericht gt,15,98,5.6,7,0.4666666666666667,de
fifabericht zur wmvergabe ein peinliches papier via,7,51,6.428571428571429,2,0.2857142857142857,de
das urteil ist moralisch nicht einwandfrei einhellige kommentare auf,9,68,6.666666666666667,4,0.4444444444444444,de
die muss sich ändern veröffentlicht den bericht fordert die,9,59,5.666666666666667,5,0.5555555555555556,de
und schon gar nicht ne ausrufezeichen,6,37,5.333333333333333,2,0.3333333333333333,de
eure organisation ist so lächerlich und arm,7,43,5.285714285714286,4,0.5714285714285714,de
das urteil ist moralisch nicht einwandfrei so die kommentare auf einhellig,11,74,5.818181818181818,6,0.5454545454545454,de
bericht der ist wahlweise ein schlechter witz oder ein skandal,10,62,5.3,5,0.5,de
das stinkt liebe,3,16,4.666666666666667,1,0.3333333333333333,de
keine korruption bei wm vergabe an russland und katar hätte ich mir auch nicht vorstellen können alles ist gut,19,110,4.842105263157895,11,0.5789473684210527,de
die feiert tobt pöbelt mein text zum ethikbericht zur und jetzt,11,63,4.818181818181818,6,0.5454545454545454,de
es hilft nix die braucht eine brutalstmögliche aufklärung was macht eigentlich roland koch,13,90,6.0,4,0.3076923076923077,de
steht in dem bericht auch ich hatte niemals sexuelle kontakte mit mrs lewinski würde einiges erklären,16,101,5.375,8,0.5,de
uuuuuund action garcia widerspricht urteil,5,42,7.6,0,0.0,de
ethikrichter hat entschieden nutzen wir die chance um in beiden ländern zu stärken,13,82,5.384615384615385,6,0.46153846153846156,de
es ist erstaunlich dass die hohen herren der noch in den spiegel gucken können,14,78,4.642857142857143,9,0.6428571428571429,de
behält die findet nur ein bisschen korruption via logisch im vergleich zur,12,74,5.25,5,0.4166666666666667,de
fifastellungnahme keine korruption bei wmvergabe,5,48,8.8,2,0.4,de
ethikkommission der spricht russland und katar frei und fand kein zeichen von korruption bei vergabe von und hahahaha,18,117,5.555555555555555,8,0.4444444444444444,de
teilt einschätzung von dass schutz von gastarbeitern zügig verbessern muss,10,74,6.5,4,0.4,de
stellungnahme der zu unserem bericht über mangelnde reformen beim schutz von gastarbeitern in,13,93,6.230769230769231,6,0.46153846153846156,de
und die erde ist eine scheibe,6,29,4.0,4,0.6666666666666666,de
das erste foto der während der sitzung zur und wurde soeben veröffentlicht,12,74,5.25,6,0.5,de
spricht und vom vorwurf der frei,6,32,4.5,3,0.5,de
spricht und frei,3,16,4.666666666666667,1,0.3333333333333333,de
sagt die wmvergaben an russland und katar seien ethisch einwandfrei verlaufen haha fifa und ethik in einem satz,18,111,5.222222222222222,6,0.3333333333333333,de
im zusammenhang mit der vergabe von und sind keine gelder geflossen ethikkommission ist ein witz für sich,17,105,5.235294117647059,11,0.6470588235294118,de
das größte dieses planeten hat also gesprochen,7,46,5.714285714285714,4,0.5714285714285714,de
behält die findet nur ein bisschen korruption,7,45,5.571428571428571,3,0.42857142857142855,de
fifa findet keine schwere korruption bei der vergabe und leicht ist ok oder wie,14,79,4.714285714285714,7,0.5,de
bericht stellt fest bei der vergabe der an katar ging fast alles mit rechten dingen zu,16,86,4.4375,7,0.4375,de
das ist als würde jan ulrich jemanden als fairen sportsmann auszeichnen ein witz rt,14,83,5.0,6,0.42857142857142855,de
die betont dass bei der vergabe der 2018 keine korruption vorliegt,11,66,5.090909090909091,6,0.5454545454545454,de
spricht sich selbst von korruptionsverdacht frei,6,48,7.166666666666667,3,0.5,de
sagt keine korruption bei vergabe der und nach russland und katar ja nee is klar korruption kennt nicht,18,103,4.777777777777778,7,0.3888888888888889,de
fifa spricht katar von vorwürfen frei was wohl die menschenrechtsorganisation dazu sagen wird,13,93,6.230769230769231,5,0.38461538461538464,de
auch lt ermittlern ohne grobe verstöße im vergabeprozess damit ist klar in russland in,14,86,5.214285714285714,7,0.5,de
die ethikkommission um den dt richter eckert spricht vom vorwurf der korruption bei der vergabe der frei,17,104,5.176470588235294,8,0.47058823529411764,de
in 5 minuten soll der ethikbericht zu vergaben der und veröffentlicht werden mehr hier und später,16,97,5.125,9,0.5625,de
gefährliche arbeitsbedingungen lachhafte löhne so beutet seine arbeitsmigranten aus,9,83,8.333333333333334,3,0.3333333333333333,de
vor regierung hatte reformen versprochen aber gastarbeiter werden weiterhin ausgebeutet,10,87,7.8,4,0.4,de
katar beutet vor der weiterhin ausländische arbeiter aus ein schockierender bericht,11,83,6.636363636363637,4,0.36363636363636365,de
ganze welt muss druck auf ausüben expertin spöttl gerade live zu den arbeitsbedingungen,13,87,5.769230769230769,4,0.3076923076923077,de
kritik an ausbeutung in katar erbärmlich wenig passiert,8,55,6.0,2,0.25,de
3000 nordkorean arbeiterinnen 90 d gehaltes vorenthalten gt,8,59,6.5,0,0.0,de
blatter sagt finde definitiv in statt wofür ist eigentlich die ganze reformchose mit ethikermittlungen usw fifa,16,111,6.0,4,0.25,de
wahnsinn exklusiv in katar da hat die nächste bombe platzen lassen,11,66,5.090909090909091,4,0.36363636363636365,de
der asienokchef sagt olympische winterspiele zu verschieben für die käme nicht in frage,13,87,5.769230769230769,6,0.46153846153846156,de
es sind noch fast acht jahre und ich hab jetzt schon keinen bock mehr auf die in,17,80,3.764705882352941,11,0.6470588235294118,de
katarische organisatoren geben 500000 usd für kenianisches flüchtlingsprojekt,8,77,8.75,1,0.125,de
diese woche soll der ethikbericht zu und erscheinen meine erwartungen sind äußert gering,13,88,5.846153846153846,7,0.5384615384615384,de
sepp soll lau intern gesagt haben dass die nicht in stattfinden wird,12,68,4.75,7,0.5833333333333334,de
reagiert auf spiegelbericht und betont die fußballwm 2022 wird in stattfinden,11,77,6.090909090909091,5,0.45454545454545453,de
für die arbeiten nordkoreanische staatssklaven,5,46,8.4,2,0.4,de
irgendwann reichts ohne mich zwangsarbeit in nordkoreaner schuften als staatssklaven,10,84,7.5,4,0.4,de
zwei neue stadien für wm 2022,6,29,4.0,1,0.16666666666666666,de
vergebt das blöde turnier endlich neu mit einer fairen auslosung oh wait,12,72,5.083333333333333,3,0.25,de
fasten für die fifa kommentar zur ablehnung in in den aprilmai zu verlegen,13,74,4.769230769230769,7,0.5384615384615384,de
fasten für die fifa kommentar von zur weigerung in in den aprilmai zu verlegen,14,78,4.642857142857143,8,0.5714285714285714,de
fifa bevorzugt weltmeisterschaft im winter katarwm im april und mai 2022 keine topoption,13,88,5.846153846153846,4,0.3076923076923077,de
irre verhindert im april in spiegel online nachrichten sport,9,60,5.777777777777778,2,0.2222222222222222,de
aprilmai ist für kein wunschtermin sondern jännerfebruar od,8,59,6.5,4,0.5,de
public viewing am glühweinstand es wird immer wahrscheinlicher,8,62,6.875,3,0.375,de
in katar im winter nach der vergabe der wm nach katar ist das wohl einer der größten fehler von sepp blatter,21,108,4.190476190476191,11,0.5238095238095238,de
gibt es eigentlich sowas wie nen hashtagfilter will nichts mehr zu und co mehr lesen 12,16,87,4.5,6,0.375,de
die in katar wird wohl im winter stattfinden alle infos,10,55,4.6,5,0.5,de
haha geil die in wird wahrscheinlich im winter stattfinden,9,58,5.555555555555555,4,0.4444444444444444,de
abgesehen davon das sich deutscher meister sind wir schon im februar einfach nur scheiße singen lässt,16,101,5.375,6,0.375,de
für die im aprilmai also den spielplan deutlich straffen und das nachdem man den jetzigen engen plan schon kritisiert hat srsly,21,127,5.095238095238095,10,0.47619047619047616,de
ich habe heute mittag im radio gehört dass jetzt der aprilmai im raum steht,14,75,4.428571428571429,7,0.5,de
generalsekretär jerome valcke hat januarfebruar und novemberdezember als wahrscheinliche austragungsmonate der genannt,12,118,8.916666666666666,4,0.3333333333333333,de
die in katar soll im frühjahr stattfinden fordern die europäischen klubbosse red,12,80,5.75,5,0.4166666666666667,de
das geht doch nicht da ist liga champions league und ligapokal,11,62,4.7272727272727275,6,0.5454545454545454,de
die sollte gar nicht in katar stattfinden,7,41,5.0,4,0.5714285714285714,de
die in soll nach dem willen der europäischen clubvereinigung vom 28 april bis 29 mai stattfinden,16,96,5.0625,8,0.5,de
karlheinz rummenigge treibt die idee voran die fußballwm in katar im frühjahr 2022 auszutragen,14,94,5.785714285714286,4,0.2857142857142857,de
fußball 500 schlagzeilen vom 27102014 via,6,41,6.0,1,0.16666666666666666,de
nach ca 4 jahren um fällt noch der ein,9,38,3.3333333333333335,5,0.5555555555555556,de
seh ich genau so,4,16,3.25,2,0.5,de
gegenüber einem französischen radio hat fifapräsident sepp blatter gesagt die müsse im winter,13,93,6.230769230769231,4,0.3076923076923077,de
sepp soll bestätigt haben dass die in katar im november und dezember stattfinden wird via,15,89,5.0,8,0.5333333333333333,de
veröffentlicht untersuchungsbericht zu den korruptionsvorwürfen nicht,6,69,10.666666666666666,3,0.5,de
fußball 500 schlagzeilen vom 16102014 via,6,41,6.0,1,0.16666666666666666,de
die vereine wollen nun eigenen terminvorschläge für die in machen ob der allen ansprüchen gerecht werden kann,17,109,5.470588235294118,12,0.7058823529411765,de
die und der garciareport erste sponsoren werden unruhig via,9,59,5.666666666666667,4,0.4444444444444444,de
hat gesprochen amp vor den folgen einer verlegung der gewarnt die könnte probleme bekommen,14,90,5.5,7,0.5,de
